2.873596643154772663e+46 3.331267194341455447e+46 3.834600026890082131e+46 4.333336191351206009e+46 4.828138779182904408e+46 5.319513187853196992e+46 5.807856548292817146e+46 6.293488584880178750e+46 6.776671848999244702e+46 7.257625520379813829e+46 7.736535133516519750e+46 8.213559623067987073e+46 8.688836548105195488e+46 9.162486045025434765e+46 9.634613871693769124e+46 1.010531378838553744e+47 1.057466944581635569e+47 1.104275590081622283e+47 1.150964084659892823e+47 1.197538562138809199e+47 1.244004604286010671e+47 1.290367310421638389e+47 1.336631355924850416e+47 1.382801041753452955e+47 1.428880336627129693e+47 1.474872913176022070e+47 1.520782179088900730e+47 1.566611304091297473e+47 1.612363243423843965e+47 1.658040758366961408e+47 1.703646434258806457e+47 1.749182696375373469e+47 1.794651823978171311e+47 1.840055962784884605e+47 1.885397136076699067e+47 1.930677254621790865e+47 1.975898125568357007e+47 2.021061460435615171e+47 2.066168882314289925e+47 2.111221932370938511e+47 2.156222075737606830e+47 2.201170706857042292e+47 2.246069154345268056e+47 2.290918685423225030e+47 2.335720509964796840e+47 2.380475784201291746e+47 2.425185614117220613e+47 2.469851058569520160e+47 2.514473132156926947e+47 2.559052807864378472e+47 2.603591019503090482e+47 2.648088663966547085e+47 2.692546603318483141e+47 2.736965666728596465e+47 2.781346652269126754e+47 2.825690328584675139e+47 2.869997436446527978e+47 2.914268690200379160e+47 2.958504779117004711e+47 3.002706368653907782e+47 3.046874101634575254e+47 3.091008599352160073e+47 3.135110462603749461e+47 3.179180272660134664e+47 3.223218592176317522e+47 3.267225966046897977e+47 3.311202922210501614e+47 3.355149972407523183e+47 3.399067612893147405e+47 3.442956325110508762e+47 3.486816576325388534e+47 3.530648820225906023e+47 3.574453497489373769e+47 3.618231036318113782e+47 3.661981852947115308e+47 3.705706352124647207e+47 3.749404927567634560e+47 3.793077962394310048e+47 3.836725829533954326e+47 3.880348892116647669e+47 3.923947503843500215e+47 3.967522009339002036e+47 4.011072744485521451e+47 4.054600036742680772e+47 4.098104205451349869e+47 4.141585562122766241e+47 4.185044410714863375e+47 4.228481047896360702e+47 4.271895763297625359e+47 4.315288839751365170e+47 4.358660553522258784e+47 4.402011174526432442e+47 4.445340966541587363e+47 4.488650187407813445e+47 4.531939089220213746e+47 4.575207918513329188e+47 4.618456916437232871e+47 4.661686318927706793e+47 4.704896356867958366e+47 4.748087256244799029e+47 4.791259238298072872e+47
2.893808670572572640e+46 3.336344511678244818e+46 3.824105802313104453e+46 4.308354623277757143e+46 4.789586355824885595e+46 5.268181738303133735e+46 5.744441867725495830e+46 6.218610372962007661e+46 6.690888121373445343e+46 7.161443344571796313e+46 7.630418829927313686e+46 8.097937163713095767e+46 8.564104640458063734e+46 9.029014234979949048e+46 9.492747900550805783e+46 9.955378372821967457e+46 1.041697060479211366e+47 1.087758292197796386e+47 1.133726796237568135e+47 1.179607344877947185e+47 1.225404282898460416e+47 1.271121581077952195e+47 1.316762881233448194e+47 1.362331534396380523e+47 1.407830633375563731e+47 1.453263040694746194e+47 1.498631412692192733e+47 1.543938220414264067e+47 1.589185767815111974e+47 1.634376207680038046e+47 1.679511555614527556e+47 1.724593702382391522e+47 1.769624424826798928e+47 1.814605395571447954e+47 1.859538191665330743e+47 1.904424302310438754e+47 1.949265135789887259e+47 1.994062025696135863e+47 2.038816236545053203e+47 2.083528968849225835e+47 2.128201363713135276e+47 2.172834507004985173e+47 2.217429433152715709e+47 2.261987128604730312e+47 2.306508534991637321e+47 2.350994552020038323e+47 2.395446040126182886e+47 2.439863822913590897e+47 2.484248689395970247e+47 2.528601396064370816e+47 2.572922668795081784e+47 2.617213204613721787e+47 2.661473673327925432e+47 2.705704719041588650e+47 2.749906961559984542e+47 2.794080997695858884e+47 2.838227402485532171e+47 2.882346730321365926e+47 2.926439516008514377e+47 2.970506275752080280e+47 3.014547508079761327e+47 3.058563694705385502e+47 3.102555301338227088e+47 3.146522778441827587e+47 3.190466561946225114e+47 3.234387073917532310e+47 3.278284723187419175e+47 3.322159905945559821e+47 3.366013006298003561e+47 3.409844396793642973e+47 3.453654438920907403e+47 3.497443483576604245e+47 3.541211871509884256e+47 3.584959933741171078e+47 3.628687991959174394e+47 3.672396358897152155e+47 3.716085338688853886e+47 3.759755227206864548e+47 3.803406312383541208e+47 3.847038874515071111e+47 3.890653186551833032e+47 3.934249514373115210e+47 3.977828117049515372e+47 4.021389247091959237e+47 4.064933150689467956e+47 4.108460067935555233e+47 4.151970233044074358e+47 4.195463874555177144e+47 4.238941215532291829e+47 4.282402473749276164e+47 4.325847861870530894e+47 4.369277587622163824e+47 4.412691853956351971e+47 4.456090859208034545e+47 4.499474797245526056e+47 4.542843857614564430e+47 4.586198225675792477e+47 4.629538082737700977e+47 4.672863606182730906e+47 4.716174969589712670e+47 4.759472342849890406e+47
2.910093388145890949e+46 3.338475646163478554e+46 3.811586770959002368e+46 4.282136366397474483e+46 4.750482318951885854e+46 5.216901496201965772e+46 5.681613917367722831e+46 6.144798261457333904e+46 6.606602257332941233e+46 7.067149895799493882e+46 7.526546586010181796e+46 7.984882935741646630e+46 8.442237583153247314e+46 8.898679358095829086e+46 9.354268959007987510e+46 9.809060272990839975e+46 1.026310142851610858e+47 1.071643564470468214e+47 1.116910192368964592e+47 1.162113562043114082e+47 1.207256891573656442e+47 1.252343121204008083e+47 1.297374946696483508e+47 1.342354847632861882e+47 1.387285111574568615e+47 1.432167854806255454e+47 1.477005040240997073e+47 1.521798492952625466e+47 1.566549913711796752e+47 1.611260890833950000e+47 1.655932910592087001e+47 1.700567366402856098e+47 1.745165566960472616e+47 1.789728743462905541e+47 1.834258056052609015e+47 1.878754599574759271e+47 1.923219408740149097e+47 1.967653462766775083e+47 2.012057689564091628e+47 2.056432969514005814e+47 2.100780138895718845e+47 2.145099992995046215e+47 2.189393288933118566e+47 2.233660748245331850e+47 2.277903059237328503e+47 2.322120879140821248e+47 2.366314836090839621e+47 2.410485530941038891e+47 2.454633538934200688e+47 2.498759411241788375e+47 2.542863676384088508e+47 2.586946841543653032e+47 2.631009393780414386e+47 2.675051801158202170e+47 2.719074513790367888e+47 2.763077964811186619e+47 2.807062571280269940e+47 2.851028735024283897e+47 2.894976843423029896e+47 2.938907270142349161e+47 2.982820375819986216e+47 3.026716508707202216e+47 3.070596005269269762e+47 3.114459190749206251e+47 3.158306379696538726e+47 3.202137876463719097e+47 3.245953975673292533e+47 3.289754962657380361e+47 3.333541113871817669e+47 3.377312697285723626e+47 3.421069972750488008e+47 3.464813192346413796e+47 3.508542600711889335e+47 3.552258435353428891e+47 3.595960926939488912e+47 3.639650299579051387e+47 3.683326771084861533e+47 3.726990553223746801e+47 3.770641851953654563e+47 3.814280867648823767e+47 3.857907795313875509e+47 3.901522824787132019e+47 3.945126140934110037e+47 3.988717923831316765e+47 4.032298348942315784e+47 4.075867587284054172e+47 4.119425805586575932e+47 4.162973166444441539e+47 4.206509828462264774e+47 4.250035946392854596e+47 4.293551671269110026e+47 4.337057150531018861e+47 4.380552528146084077e+47 4.424037944724661779e+47 4.467513537631322986e+47 4.510979441089894611e+47 4.554435786285898607e+47 4.597882701462508860e+47 4.641320312015171874e+47 4.684748740579960193e+47 4.728168107119650137e+47
2.922868107320297287e+46 3.337978884201159976e+46 3.797277647221348371e+46 4.254851325784994285e+46 4.710944921039989880e+46 5.165748690918805459e+46 5.619414189565812904e+46 6.072064666606526312e+46 6.523802091083217670e+46 6.974712058221660631e+46 7.424867315494849969e+46 7.874330358245130719e+46 8.323155380457451371e+46 8.771389767649445008e+46 9.219075257665355254e+46 9.666248856062996922e+46 1.011294356711652136e+47 1.055918898421227375e+47 1.100501177157406740e+47 1.145043606098085448e+47 1.189548378125078876e+47 1.234017493401194480e+47 1.278452782616399177e+47 1.322855926712093336e+47 1.367228473719375162e+47 1.411571853214170014e+47 1.455887388792453772e+47 1.500176308888882008e+47 1.544439756202318406e+47 1.588678795942530871e+47 1.632894423074937825e+47 1.677087568709056115e+47 1.721259105752050899e+47 1.765409853928825514e+47 1.809540584253915142e+47 1.853652023027211749e+47 1.897744855413949134e+47 1.941819728661655956e+47 1.985877254997795692e+47 2.029918014246684661e+47 2.073942556198042203e+47 2.117951402755709153e+47 2.161945049891437352e+47 2.205923969424336019e+47 2.249888610645727229e+47 2.293839401804464087e+47 2.337776751468258881e+47 2.381701049772852352e+47 2.425612669570162366e+47 2.469511967485844037e+47 2.513399284894209184e+47 2.557274948818682967e+47 2.601139272764744443e+47 2.644992557491157075e+47 2.688835091725332975e+47 2.732667152827346944e+47 2.776489007407793433e+47 2.820300911901983993e+47 2.864103113106258397e+47 2.907895848677306741e+47 2.951679347598873363e+47 2.995453830618342610e+47 3.039219510654961268e+47 3.082976593182533969e+47 3.126725276588156541e+47 3.170465752508837486e+47 3.214198206148093004e+47 3.257922816573231141e+47 3.301639756995141541e+47 3.345349195032423130e+47 3.389051292959311015e+47 3.432746207940676998e+47 3.476434092252826732e+47 3.520115093493195087e+47 3.563789354777441279e+47 3.607457014927218547e+47 3.651118208646612869e+47 3.694773066690316177e+47 3.738421716022591774e+47 3.782064279968361248e+47 3.825700878356227099e+47 3.869331627654581502e+47 3.912956641101114357e+47 3.956576028825583527e+47 4.000189897967024451e+47 4.043798352784750900e+47 4.087401494764908214e+47 4.130999422721450494e+47 4.174592232892323031e+47 4.218180019031945230e+47 4.261762872498442008e+47 4.305340882337898541e+47 4.348914135364260795e+47 4.392482716236027370e+47 4.436046707529340002e+47 4.479606189808300246e+47 4.523161241691489285e+47 4.566711939916834324e+47 4.610258359402827393e+47 4.653800573306912723e+47 4.697338653083249427e+47
2.932500425091419110e+46 3.335136508036958758e+46 3.781387482739956451e+46 4.226650977096554984e+46 4.671079248092088354e+46 5.114790329931095463e+46 5.557877979486254999e+46 6.000418168532959239e+46 6.442473489778299132e+46 6.884096244969282969e+46 7.325330668879455553e+46 7.766214568594585502e+46 8.206780556332711421e+46 8.647056992997251299e+46 9.087068721598499974e+46 9.526837645229369317e+46 9.966383188176913468e+46 1.040572266789052913e+47 1.084487159805959271e+47 1.128384393781466820e+47 1.172265229834393105e+47 1.216130811550542454e+47 1.259982179505174317e+47 1.303820283560144238e+47 1.347645993339710612e+47 1.391460107204302246e+47 1.435263359977682166e+47 1.479056429632940104e+47 1.522839943104003202e+47 1.566614481358288969e+47 1.610380583842540099e+47 1.654138752393386826e+47 1.697889454689837756e+47 1.741633127311497073e+47 1.785370178455775437e+47 1.829100990359731375e+47 1.872825921464657501e+47 1.916545308356111653e+47 1.960259467507037880e+47 2.003968696847697149e+47 2.047673277183453212e+47 2.091373473477240722e+47 2.135069536012843363e+47 2.178761701451847944e+47 2.222450193795738464e+47 2.266135225263695280e+47 2.309816997094694223e+47 2.353495700281554181e+47 2.397171516244264019e+47 2.440844617447886183e+47 2.484515167971484374e+47 2.528183324031782104e+47 2.571849234466055226e+47 2.615513041178867827e+47 2.659174879554420914e+47 2.702834878839102191e+47 2.746493162495935361e+47 2.790149848533665469e+47 2.833805049812641976e+47 2.877458874329598802e+47 2.921111425482540157e+47 2.964762802318291817e+47 3.008413099762989610e+47 3.052062408838141442e+47 3.095710816862013365e+47 3.139358407638382549e+47 3.183005261633836374e+47 3.226651456143317454e+47 3.270297065446100237e+47 3.313942160951808126e+47 3.357586811338397150e+47 3.401231082681278644e+47 3.444875038575055495e+47 3.488518740248645907e+47 3.532162246673420284e+47 3.575805614665458653e+47 3.619448898981851540e+47 3.663092152412251118e+47 3.706735425864647141e+47 3.750378768447315991e+47 3.794022227545860569e+47 3.837665848896439534e+47 3.881309676655014690e+47 3.924953753463580357e+47 3.968598120511781332e+47 4.012242817596975592e+47 4.055887883180152091e+47 4.099533354439530670e+47 4.143179267321506610e+47 4.186825656589055003e+47 4.230472555867917859e+47 4.274119997690381656e+47 4.317768013537139423e+47 4.361416633877616226e+47 4.405065888207139527e+47 4.448715805084373205e+47 4.492366412164948228e+47 4.536017736235283165e+47 4.579669803243767985e+47 4.623322638331442419e+47 4.666976265860321560e+47
2.939315418816485262e+46 3.330199601221752742e+46 3.764102862944538531e+46 4.197670549573360912e+46 4.630978730220960094e+46 5.064085245520394216e+46 5.497035102005419254e+46 5.929863988087156701e+46 6.362600652410177359e+46 6.795268563213603071e+46 7.227887096758761069e+46 7.660472407806473263e+46 8.093038079744889681e+46 8.525595618500757013e+46 8.958154833465518521e+46 9.390724135246799567e+46 9.823310771215570318e+46 1.025592101386835032e+47 1.068856031294071493e+47 1.112123341934094214e+47 1.155394448695334074e+47 1.198669715688386918e+47 1.241949462765822052e+47 1.285233971408585547e+47 1.328523489690822776e+47 1.371818236490358176e+47 1.415118405077470896e+47 1.458424166188237205e+47 1.501735670668192092e+47 1.545053051755480563e+47 1.588376427060681652e+47 1.631705900289639696e+47 1.675041562747649004e+47 1.718383494657511924e+47 1.761731766317359791e+47 1.805086439121125856e+47 1.848447566460098395e+47 1.891815194521925546e+47 1.935189362999666443e+47 1.978570105723472871e+47 2.021957451223552488e+47 2.065351423234056495e+47 2.108752041143730433e+47 2.152159320400875618e+47 2.195573272877297915e+47 2.238993907195657306e+47 2.282421229025436117e+47 2.325855241349795087e+47 2.369295944707298717e+47 2.412743337410739754e+47 2.456197415745827301e+47 2.499658174151728249e+47 2.543125605385066786e+47 2.586599700669463358e+47 2.630080449831791489e+47 2.673567841426559660e+47 2.717061862849389770e+47 2.760562500441066297e+47 2.804069739582616994e+47 2.847583564782102132e+47 2.891103959755058180e+47 2.934630907497135613e+47 2.978164390351703424e+47 3.021704390071772130e+47 3.065250887876440128e+47 3.108803864503540336e+47 3.152363300257593898e+47 3.195929175054165377e+47 3.239501468460926926e+47 3.283080159734786460e+47 3.326665227857306418e+47 3.370256651566266847e+47 3.413854409385229851e+47 3.457458479651249417e+47 3.501068840539798907e+47 3.544685470088005368e+47 3.588308346216405659e+47 3.631937446748502751e+47 3.675572749429720859e+47 3.719214231943634611e+47 3.762861871928259880e+47 3.806515646990231192e+47 3.850175534718487886e+47 3.893841512696200983e+47 3.937513558512737375e+47 3.981191649773904876e+47 4.024875764111719418e+47 4.068565879193539436e+47 4.112261972730228325e+47 4.155964022483832544e+47 4.199672006274777006e+47 4.243385901988147759e+47 4.287105687579810780e+47 4.330831341081876870e+47 4.374562840607584031e+47 4.418300164356153895e+47 4.462043290617008833e+47 4.505792197773297045e+47 4.549546864306023676e+47 4.593307268796700513e+47 4.637073389930588737e+47
2.943601579817014890e+46 3.323392089183657434e+46 3.745590637311239363e+46 4.168030912196379111e+46 4.590726457883301566e+46 5.013685012210211664e+46 5.436910522262666559e+46 5.860404406498046245e+46 6.284166371757597804e+46 6.708194956615449617e+46 7.132487900806637606e+46 7.557042400995343552e+46 7.981855290474798915e+46 8.406923166908795833e+46 8.832242483956277872e+46 9.257809617403475182e+46 9.683620913068177284e+46 1.010967272152087570e+47 1.053596142318230480e+47 1.096248344633471644e+47 1.138923527988397365e+47 1.181621348221075365e+47 1.224341468709927667e+47 1.267083560747366248e+47 1.309847303749169573e+47 1.352632385340729282e+47 1.395438501351555478e+47 1.438265355741440447e+47 1.481112660476706140e+47 1.523980135370151217e+47 1.566867507895374310e+47 1.609774512983657859e+47 1.652700892809382247e+47 1.695646396569373467e+47 1.738610780258939277e+47 1.781593806448051392e+47 1.824595244059689776e+47 1.867614868151302321e+47 1.910652459701499202e+47 1.953707805401753951e+47 1.996780697454559816e+47 2.039870933377697406e+47 2.082978315815513359e+47 2.126102652356684116e+47 2.169243755358974674e+47 2.212401441780384291e+47 2.255575533017248230e+47 2.298765854748603936e+47 2.341972236786989169e+47 2.385194512935025896e+47 2.428432520848378947e+47 2.471686101903929682e+47 2.514955101073509065e+47 2.558239366803122001e+47 2.601538750896990368e+47 2.644853108406142956e+47 2.688182297522333595e+47 2.731526179475424337e+47 2.774884618435688330e+47 2.818257481419961490e+47 2.861644638201124129e+47 2.905045961222138024e+47 2.948461325512511688e+47 2.991890608609228993e+47 3.035333690479609889e+47 3.078790453448549695e+47 3.122260782127161933e+47 3.165744563345533619e+47 3.209241686087239855e+47 3.252752041426641163e+47 3.296275522468746547e+47 3.339812024290861410e+47 3.383361443886940726e+47 3.426923680113876363e+47 3.470498633639433344e+47 3.514086206892789576e+47 3.557686304015837376e+47 3.601298830817514786e+47 3.644923694728769293e+47 3.688560804759418769e+47 3.732210071456697064e+47 3.775871406865250197e+47 3.819544724487996987e+47 3.863229939249294572e+47 3.906926967458463336e+47 3.950635726774891431e+47 3.994356136174503082e+47 4.038088115916872690e+47 4.081831587514006150e+47 4.125586473699685200e+47 4.169352698399977614e+47 4.213130186704914032e+47 4.256918864840401688e+47 4.300718660141948148e+47 4.344529501028368000e+47 4.388351316977171372e+47 4.432184038499564640e+47 4.476027597117589722e+47 4.519881925340860155e+47 4.563746956644468679e+47 4.607622625447687466e+47
2.945615747227292175e+46 3.314914157842604758e+46 3.726000262438456568e+46 4.137840209441142561e+46 4.550396332189711811e+46 4.963634752831419022e+46 5.377524911310579285e+46 5.792039135178080822e+46 6.207152264072925342e+46 6.622841328065377357e+46 7.039085274117364778e+46 7.455864733801716127e+46 7.873161825751209068e+46 8.290959987119831176e+46 8.709243829226210034e+46 9.127999013370153079e+46 9.547212143523529547e+46 9.966870673186483640e+46 1.038696282418029398e+47 1.080747751554803173e+47 1.122840430104630992e+47 1.164973331397559600e+47 1.207145521830677651e+47 1.249356116522527313e+47 1.291604275436715332e+47 1.333889199912483557e+47 1.376210129550035839e+47 1.418566339406397548e+47 1.460957137463342318e+47 1.503381862335521546e+47 1.545839881190344877e+47 1.588330587855521461e+47 1.630853401093780792e+47 1.673407763025971745e+47 1.715993137687298395e+47 1.758609009702400004e+47 1.801254883067354601e+47 1.843930280028041851e+47 1.886634740045028661e+47 1.929367818837231863e+47 1.972129087496296334e+47 2.014918131665893857e+47 2.057734550779465553e+47 2.100577957351336651e+47 2.143447976317088312e+47 2.186344244417937826e+47 2.229266409626495721e+47 2.272214130609886331e+47 2.315187076227072204e+47 2.358184925058191054e+47 2.401207364962907910e+47 2.444254092665857272e+47 2.487324813366745830e+47 2.530419240373726006e+47 2.573537094757956094e+47 2.616678105027996600e+47 2.659842006822605965e+47 2.703028542620398284e+47 2.746237461465864455e+47 2.789468518709568307e+47 2.832721475762792723e+47 2.875996099864452567e+47 2.919292163860444787e+47 2.962609445994243482e+47 3.005947729707998022e+47 3.049306803453116438e+47 3.092686460510922267e+47 3.136086498821382993e+47 3.179506720819872344e+47 3.222946933282541666e+47 3.266406947177664056e+47 3.309886577524885394e+47 3.353385643260236790e+47 3.396903967107262593e+47 3.440441375454298017e+47 3.483997698236464055e+47 3.527572768823536988e+47 3.571166423911780672e+47 3.614778503421022641e+47 3.658408850395923392e+47 3.702057310910816185e+47 3.745723733979229653e+47 3.789407971466546466e+47 3.833109878006172489e+47 3.876829310919486161e+47 3.920566130138014079e+47 3.964320198129975418e+47 4.008091379828322368e+47 4.051879542562115012e+47 4.095684555990888257e+47 4.139506292040226789e+47 4.183344624841583107e+47 4.227199430672011186e+47 4.271070587898444198e+47 4.314957976921714262e+47 4.358861480124738181e+47 4.402780981820704813e+47 4.446716368203874810e+47 4.490667527302473511e+47 4.534634348932063297e+47 4.578616724651744950e+47
2.945587241133191213e+46 3.304945162515267635e+46 3.705465821689486195e+46 4.107195284808052384e+46 4.510054073011258185e+46 4.913973848318922292e+46 5.318895136611015833e+46 5.724765641988120086e+46 6.131538970547644394e+46 6.539173645224086022e+46 6.947632332373656209e+46 7.356881225535027874e+46 7.766889547946141048e+46 8.177629146218321744e+46 8.589074154972897300e+46 9.001200717424942206e+46 9.413986750581103512e+46 9.827411746389266923e+46 1.024145660213166070e+47 1.065610347481521211e+47 1.107133565540954589e+47 1.148713745962302621e+47 1.190349413255225073e+47 1.232039176504521031e+47 1.273781722000999507e+47 1.315575806721639445e+47 1.357420252538652881e+47 1.399313941057228156e+47 1.441255808997578770e+47 1.483244844051011425e+47 1.525280081149397225e+47 1.567360599097637782e+47 1.609485517525279694e+47 1.651653994119763672e+47 1.693865222109322947e+47 1.736118427967706743e+47 1.778412869316069252e+47 1.820747833001692629e+47 1.863122633334603472e+47 1.905536610466222957e+47 1.947989128895611382e+47 1.990479576091154315e+47 2.033007361216432766e+47 2.075571913950477777e+47 2.118172683393822427e+47 2.160809137052671955e+47 2.203480759893825818e+47 2.246187053464779300e+47 2.288927535073111416e+47 2.331701737020300669e+47 2.374509205885231888e+47 2.417349501853646787e+47 2.460222198089960422e+47 2.503126880147742407e+47 2.546063145416000236e+47 2.589030602599015795e+47 2.632028871226379950e+47 2.675057581191957959e+47 2.718116372318650464e+47 2.761204893948155792e+47 2.804322804553313482e+47 2.847469771371531366e+47 2.890645470058121471e+47 2.933849584357896969e+47 2.977081805794135349e+47 3.020341833373652708e+47 3.063629373306472452e+47 3.106944138740098556e+47 3.150285849506982523e+47 3.193654231883627992e+47 3.237049018362360893e+47 3.280469947433163334e+47 3.323916763376346804e+47 3.367389216064469705e+47 3.410887060773510550e+47 3.454410058002841295e+47 3.497957973302860931e+47 3.541530577110650772e+47 3.585127644592467752e+47 3.628748955493535330e+47 3.672394293993656267e+47 3.716063448569626490e+47 3.759756211862733763e+47 3.803472380552332153e+47 3.847211755234014524e+47 3.890974140303524942e+47 3.934759343844323548e+47 3.978567177520364005e+47 4.022397456473020724e+47 4.066249999221364312e+47 4.110124627567190411e+47 4.154021166502992720e+47 4.197939444123749933e+47 4.241879291541695807e+47 4.285840542804559955e+47 4.329823034816994606e+47 4.373826607263486032e+47 4.417851102536356054e+47 4.461896365664110771e+47 4.505962244243626738e+47 4.550048588374257470e+47
2.943721348398904405e+46 3.293646116092851788e+46 3.684107773156177754e+46 4.076182923693609399e+46 4.469758104782807929e+46 4.864736564055491366e+46 5.261034695724897184e+46 5.658579439404257386e+46 6.057306334058099369e+46 6.457158031050656574e+46 6.858083137122330919e+46 7.260035299688210675e+46 7.662972473545503207e+46 8.066856325686271802e+46 8.471651746837210741e+46 8.877326446586256489e+46 9.283850614766847667e+46 9.691196635938616751e+46 1.009933884684376961e+47 1.050825332896150451e+47 1.091791772996777739e+47 1.132831110918403633e+47 1.173941380307167404e+47 1.215120730759350450e+47 1.256367417484993262e+47 1.297679792186344748e+47 1.339056294976298199e+47 1.380495447190635121e+47 1.421995844973096405e+47 1.463556153530378048e+47 1.505175101971669357e+47 1.546851478658518693e+47 1.588584127003874066e+47 1.630371941665631400e+47 1.672213865089914621e+47 1.714108884363768567e+47 1.756056028343382547e+47 1.798054365027815643e+47 1.840102999152320261e+47 1.882201069978647634e+47 1.924347749262137651e+47 1.966542239378305494e+47 2.008783771593298101e+47 2.051071604464500826e+47 2.093405022359255053e+47 2.135783334080717246e+47 2.178205871591370075e+47 2.220671988825517769e+47 2.263181060583066856e+47 2.305732481497637079e+47 2.348325665072880022e+47 2.390960042781364104e+47 2.433635063221004419e+47 2.476350191324148955e+47 2.519104907616028958e+47 2.561898707517722686e+47 2.604731100691122825e+47 2.647601610422281870e+47 2.690509773040562046e+47 2.733455137371048785e+47 2.776437264217359013e+47 2.819455725873642324e+47 2.862510105662796756e+47 2.905599997499794997e+47 2.948725005477904578e+47 2.991884743476963143e+47 3.035078834791483839e+47 3.078306911778025749e+47 3.121568615519840478e+47 3.164863595508727135e+47 3.208191509342074801e+47 3.251552022434503859e+47 3.294944807743496097e+47 3.338369545507771512e+47 3.381825922998109162e+47 3.425313634279041436e+47 3.468832379982246798e+47 3.512381867089176719e+47 3.555961808723956450e+47 3.599571923955341899e+47 3.643211937606735920e+47 3.686881580075017719e+47 3.730580587156501930e+47 3.774308699880643952e+47 3.818065664350184542e+47 3.861851231588280480e+47 3.905665157391382467e+47 3.949507202188574984e+47 3.993377130905844790e+47 4.037274712836480376e+47 4.081199721515385937e+47 4.125151934599669892e+47 4.169131133752373951e+47 4.213137104531606218e+47 4.257169636283183957e+47 4.301228522037882913e+47 4.345313558411555362e+47 4.389424545509771151e+47 4.433561286835472694e+47 4.477723589199724260e+47 4.521911262635974168e+47
